series,season,number,title,director,writer,air_date,description
Bewitched,2,16,The Magic Cabin,William Asher,Paul Wayne,1965-12-30,"Darrin has hit a dry spell. Larry demands that he take some time off with Samantha and go to his secluded cabin in the woods. When they get to the cabin, they see how run down it is. Samantha twitches it up to look wonderful. A young couple interested in buying Larry's cabin fall in love with the fixed up version. They telephone Larry to tell him they want to buy it at his asking price. Sam has to decide whether to keep the cabin as is, or transform it back into its poor condition. Things get complicated when Larry makes a surprise visit while the young couple are there.

Note: Filmed August 19, 1965"
Bewitched,2,17,Maid to Order,William Asher,Richard Baer,1966-01-06,"Darrin decides that Samantha needs help around the house and insists that she hire a maid. Sam chooses Naomi (Alice Ghostley), a well-meaning but incredibly clumsy woman who desperately needs to pay for her son's medical schooling. Naomi gets some magical help from Samantha to boost her confidence, but the situation becomes complicated when Louise insists on borrowing the maid for a dinner party of her own.

Note: Filmed September 2, 1965. The Tates refer to their absent maid ""Esmeralda"", which would become the name of the witch-maid Ghostley is cast to play in Season 6."
Bewitched,2,18,...And Then There Were Three,William Asher,Bernard Slade,1966-01-13,"Endora pops into the waiting room from the delivery room to tell Darrin she has a granddaughter. She even names her Tabitha, which Samantha and Darrin are not happy about. However, the fun really begins when Darrin meets Sam's lookalike cousin Serena. Unfortunately, Darrin thinks Endora cast a spell on his daughter to cause her to age overnight and he tries to catch Serena, who he thinks is a now adult Tabitha. Eventually, all problems are solved, and Darrin and Samantha accept Tabitha as their daughter's name. Eve Arden and Judy Pace guest-star.

Note: Filmed December 10, 1965. The baby's name was spelled ""Tabatha"" until Season 5 when Elizabeth Montgomery's desire to have it spelled ""Tabitha"" was fulfilled. This episode marks the first appearance of the character of Serena."
Bewitched,2,19,"My Baby, the Tycoon",William Asher,Richard Baer,1966-01-20,"Gladys and Abner give Tabitha a share of stock as a gift. The next day the stock increases by 6 points, almost doubling its worth. Darrin suspects Tabitha magically influenced the stock's value. As an experiment, Darrin buys Tabatha a share in another stock of her ""pointing"", which also nearly doubles its worth overnight. In the end, Darrin finds out that there were legitimate reasons for the stocks rising.

Note: Filmed December 15, 1965"
Bewitched,2,20,Samantha Meets the Folks,William Asher,Bernard Slade,1966-01-27,"Tabitha receives her first letter from Darrin's parents, and Samantha and Darrin recall his parents' first visit in an episode-long flashback.

Note: repeat of ""Samantha Meets the Folks"" (S1E14) with new cold open introduction."
Bewitched,2,21,Fastest Gun on Madison Avenue,William Asher,Lee Erwin,1966-02-03,"While Samantha waits for Darrin alone in a fancy restaurant, she is hit upon by an obnoxious drunk. Darrin arrives and knocks him out with some magical help. Turns out the drunk was heavyweight contender 'Jolting Joe' Kovacks and the story ends up being front page news. Things get crazy when Darrin knocks out Kovacks a second time and later knocks out Tommy Carter (Rockne Tarkington), the Champ. Herbie Faye appears as Kovack's manager. Herb Vigran appears as Sam the Bartender.

Note: Filmed December 21, 1965"
Bewitched,2,22,The Dancing Bear,William Asher,James S. Henerson,1966-02-10,"Endora and Darrin's mother both give Tabitha the same teddy bear. Endora gets the upper hand when she places a spell on her bear, which dances every time anyone says the name Tabitha. Darrin's father sees the dancing bear as a business opportunity that could reap him and Darrin millions. Sam and Darrin have to come up with a way to stop the deal Darrin's father wants to make with Mr. Hockstedder (Arthur Julian), the toy manufacturer he calls in.

Note: Filmed December 29, 1965"
Bewitched,2,23,Double Tate,William Asher,Paul Wayne,1966-02-17,"Endora gives Darrin three wishes for his birthday, without telling him. Larry is stuck at a fogged-in Chicago airport and has one of his clients, Mr. Turgeon, sitting in his office to renew a contract. Darrin wishes he were Larry for a day to help with the client and turns into a double of his boss. Problems arise when Louise shows up and to top it off, the real Larry comes home.

Note: Filmed January 3, 1966; remade in Season 3 as ""Three Wishes""."
Bewitched,2,24,"Samantha, the Dressmaker",William Asher,Lee Erwin,1966-02-24,"Samantha is trying to design and sew an evening gown for a business dinner she and Darrin are going to with an important client, the Glendons. Samantha and Endora sneak a peek at some yet to be unveiled fashions in Paris. After Samantha uses her magic to recreate one for herself, two ladies from the dinner ask her to make dresses for them. The original designer, Aubert (Dick Gautier), turns out to be one of Darrin's clients. At a New York fashion show, the designer faints when he sees Samantha and her friends in his creations. Samantha has to figure out a way to get Aubert not to sue the agency, but also to help Aubert mass market his dresses to Americans.

Note: Filmed January 10, 1966"
Bewitched,2,25,The Horse's Mouth,William Asher,Paul David & John L. Greene,1966-03-03,"Samantha turns a runaway racehorse into an attractive woman (Patty Regan) to find out why she escaped. In her human form, the horse tells Samantha that her name is Dally Ran and that she is a race horse. Later that evening, Darrin brings home his old friend Gus Walters (Robert Sorrells) for dinner. Gus is having trouble raising money for his new business venture. Dally Ran suggests Gus raise the money through betting on the horses. At the track, Dolly asks Samantha to turn her back into a horse so that she can race in what she sees as her final shot at winning glory.

Note: Filmed January 17, 1966"
Bewitched,2,26,Baby's First Paragraph,William Asher,James S. Henerson,1966-03-10,"Tired of hearing how smart Gladys' baby nephew is, Endora uses witchcraft to make the still infant Tabitha talk fluently (voiced by an uncredited June Foray). The speech makes its way into the national news thanks to Gladys' big mouth. Endora, who is angry at Darrin for berating her, makes Tabatha speak in front of the reporters. Sam and Darrin have to come up with a way to stop the story cold as their life has become a media circus since the story broke.

Note: Filmed January 21, 1966. Last episode filmed featuring Alice Pearce as Gladys Kravitz, who died of cancer on March 3, 1966."
Bewitched,2,27,The Leprechaun,William Asher,Paul David & John L. Greene,1966-03-17,"A leprechaun named Brian O'Brian (Henry Jones), who claims to belong to Darrin's family, comes to the U.S. to reclaim his lost pot of gold. The fireplace in which he was hiding it was transported into a new house in the US by the house's wealthy new owner, James Dennis Robinson (Parley Baer). With Robinson's house nearby, Brian decides to break in, only to be caught and jailed. When Samantha decides to help, they discover that Mr. Robinson has already found the gold. But, it turns out that Mr. Robinson believes in leprechauns and gives Brian his gold back.

Note: Filmed February 3, 1966"
Bewitched,2,28,Double Split,Jerry Davis,Howard Leeds,1966-03-24,"At a cocktail party at the Tates' home, Samantha meets the snobbish daughter (Julie Gregg) of a client. The daughter provokes Sam into using witchcraft to hit her in the eye with an hors d'oeuvre. The next day, Larry and Darrin have an argument over the incident which leads to a parting as friends and co-workers after Darrin quits. Sam comes up with a plan to make Larry and Darrin friends again.

Note: Filmed February 10, 1966"
Bewitched,2,29,Disappearing Samantha,William Asher,Paul David & John L. Greene,1966-04-07,"Samantha uses her powers to embarrass professional witch debunker Osgood Ritemire (Bernard Fox), who then unknowingly employs an amateur spell to make her disappear. Luckily, her disappearance is only temporary, but unluckily her disappearance happens again and again against her will. Not paying attention, neither Darrin nor Samantha can remember the incantation, so Endora doesn't know how to solve the problem. It turns out he unknowingly had an ancient talisman that allowed him to perform the magic. Foster Brooks appears as Robert Andrews, an editor of a magazine interested in doing an article about Osgood. Nina Wayne guest-stars.

Note: Filmed January 27, 1966. Last episode featuring Irene Vernon as Louise Tate. Fox was cast as Dr. Bombay starting in Season 3."
Bewitched,2,30,Follow That Witch (Part 1),William Asher,Bernard Slade,1966-04-14,"Darrin pitches a campaign to Mr. Robbins (Jack Collins), the president of a baby food company. Mr. Robbins wants to sign with Darrin. The company's advertising manager, George Barkley (Steve Franken) hires a private detective named Charlie Leach (Robert Strauss) to learn more about Darrin's home life.
Mr. Leach catches Samantha using her powers and intends to blackmail her. Virginia Martin also guest-stars as Leach's wife.

Note: Filmed February 17, 1966. Due to Alice Pearce's illness at time of filming (she died a few weeks later), Mary Grace Canfield makes her first appearance as Harriet Kravitz, who is said to be keeping house for her brother Abner while Gladys is visiting her mother."
Bewitched,2,31,Follow That Witch (Part 2),William Asher,Bernard Slade,1966-04-21,"Private investigator Charlie Leach tells Samantha that he has proof that she's a witch. He says he will tell Darrin's client, Robbins Baby Food, unless Samantha gives him several expensive gifts. Darrin finds out about the fact that Leach was hired by Robbins Baby Food. Samantha and Darrin go to give Robbins and Barkley a piece of their mind and Darrin winds up getting the account. Darrin gives Samantha permission to teach Charlie a lesson.

Note: Filmed February 22, 1966"
